icd_code,disease_name,chapter,synonyms,short_desc
F640,Transsexualism,Mental health,major depressive disorder|Major depressive disorder disorder|Major depressive disorder disease,Major depressive disorder within Mental and behavioural disorders. Category-level grouping.
F650,Fetishism,Mental health,,"Fetishism is a type of sexual interest or attraction to specific objects, materials, or body parts that aren't typically erotic."
F68A,Factitious disorder imposed on another,Mental health,,"A person fabricates or exaggerates a medical condition in someone else to gain attention, sympathy, and control."
F800,Phonological disorder,Mental health,,A phonological disorder is a speech problem where sounds are not pronounced correctly or in the right order.
F810,Specific reading disorder,Mental health,,A specific reading disorder is a difficulty with reading due to an underlying learning or processing issue.
F840,Autistic disorder,Mental health,,Autistic disorder is a neurological condition that affects how people communicate and interact with others in social situations.
F900,"Attention-deficit hyperactivity disorder, predominantly inattentive type",Mental health,,"It's a condition where people have trouble paying attention and sitting still, often feeling restless and easily distracted."
F910,Conduct disorder confined to family context,Mental health,substance use disorder|Substance use disorder disorder|Substance use disorder disease,Substance use disorder within Mental and behavioural disorders. Category-level grouping.
F930,Separation anxiety disorder of childhood,Mental health,,It's a mental health condition where children feel extremely anxious or scared when separated from their main caregivers.
F940,Selective mutism,Mental health,,Selective mutism is a rare condition where some people are unable to speak in certain situations or environments.
F950,Transient tic disorder,Mental health,,"Transient Tic Disorder is a condition where people experience sudden, brief, and repetitive movements or sounds without warning."
F980,Enuresis not due to a substance or known physiological condition,Mental health,,This term refers to bedwetting that can't be explained by medical conditions or substances.
G000,Hemophilus meningitis,Neurological,,Hemophilus meningitis is a rare and serious infection that inflames the lining around the brain and spinal cord.
G030,Nonpyogenic meningitis,Neurological,,Nonpyogenic meningitis is a type of meningitis that doesn't cause pus to form in the brain or spinal fluid.
G041,Tropical spastic paraplegia,Neurological,,"""Tropical spastic paraplegia"" is a rare neurological disorder that affects movement and balance in the legs."
G053,Encephalitis and encephalomyelitis in diseases classified elsewhere,Neurological,,These conditions are classified under other diseases because they're not distinct enough to be considered separate medical conditions.
G060,Intracranial abscess and granuloma,Neurological,,"An intracranial abscess and granuloma is a serious infection that forms in the brain, causing inflammation and damage."
G110,Congenital nonprogressive ataxia,Neurological,,"It's a rare genetic disorder that affects balance and coordination from birth, but doesn't get worse over time."
G120,"Infantile spinal muscular atrophy, type I [Werdnig-Hoffman]",Neurological,,It's a rare genetic disorder that affects muscle strength and movement in babies and young children.
G130,Paraneoplastic neuromyopathy and neuropathy,Neurological,epilepsy|Epilepsy disorder|Epilepsy disease,Epilepsy within Diseases of the nervous system. Category-level grouping.
G20C,"Parkinsonism, unspecified",Neurological,,"Parkinsonism, unspecified, means you have symptoms similar to Parkinson's disease but the cause isn't known or confirmed."
G210,Malignant neuroleptic syndrome,Neurological,,"A rare but life-threatening condition caused by certain medications, leading to muscle stiffness, fever, and organ damage."
G230,Hallervorden-Spatz disease,Neurological,,Hallervorden-Spatz disease is a rare brain disorder that causes problems with movement and coordination in children.
G241,Genetic torsion dystonia,Neurological,,Genetic torsion dystonia is a rare genetic disorder that affects muscle movement and causes twisting of the body.
G250,Essential tremor,Neurological,,"Essential tremor is a neurological condition that causes involuntary shaking or trembling in your hands, arms, or head."
G300,Alzheimer's disease with early onset,Neurological,,"A rare and serious form of Alzheimer's that starts before age 60, affecting memory, thinking, and daily life."
G311,"Senile degeneration of brain, not elsewhere classified",Neurological,,"A condition where the brain's cells slowly die and don't function properly, causing memory loss and confusion."
G320,Subacute combined degeneration of spinal cord in diseases classified elsewhere,Neurological,,It's a rare condition where the spinal cord gets damaged due to another disease or health issue.
G35A,Relapsing-remitting multiple sclerosis,Neurological,,"Relapsing-remitting multiple sclerosis is a type of MS where symptoms come and go, often with periods of complete recovery."
G360,Neuromyelitis optica [Devic],Neurological,,Neuromyelitis optica (NMO) is a rare autoimmune disease that damages the nerves connecting the brain and spinal cord.
G370,Diffuse sclerosis of central nervous system,Neurological,,Diffuse sclerosis of the central nervous system is a condition where the protective covering around nerves deteriorates over time.
G441,"Vascular headache, not elsewhere classified",Neurological,,A vascular headache is a type of headache caused by problems with blood vessels in the brain or neck.
G450,Vertebro-basilar artery syndrome,Neurological,,Vertebro-basilar artery syndrome is a rare condition where the blood vessels in the neck and spine don't work properly.
G460,Middle cerebral artery syndrome,Neurological,,Middle cerebral artery syndrome is a rare condition where the middle part of the brain doesn't get enough blood supply.
G478,Other sleep disorders,Neurological,,"Other sleep disorders include insomnia, restless leg syndrome, narcolepsy, and sleep apnea, which can affect sleep quality and daily life."
G500,Trigeminal neuralgia,Neurological,,"Trigeminal neuralgia is a chronic pain condition that affects the nerves in your face, causing sudden, severe headaches."
G510,Bell's palsy,Neurological,,"Bell's palsy is a temporary weakness or paralysis of the face muscle on one side, usually caused by an infection."
G520,Disorders of olfactory nerve,Neurological,,"Disorders of the olfactory nerve affect your sense of smell, making it hard to detect or identify different smells."
G540,Brachial plexus disorders,Neurological,,"""Brachial plexus disorders are injuries or conditions that affect the nerves in your arm and shoulder area."
G580,Intercostal neuropathy,Neurological,,"Intercostal neuropathy is a condition that affects the nerves between your ribs, causing pain and discomfort."
G600,Hereditary motor and sensory neuropathy,Neurological,,"A rare nerve disorder that affects muscle strength, sensation, and movement, often passed down through families."
G610,Guillain-Barre syndrome,Neurological,,"It's a rare autoimmune disorder where your immune system mistakenly attacks the nerves, causing muscle weakness and numbness."
G620,Drug-induced polyneuropathy,Neurological,,"""Drug-induced polyneuropathy is a condition that affects the nerves, causing numbness, pain, and weakness in the hands and feet."
G650,Sequelae of Guillain-Barre syndrome,Neurological,,The sequelae of Guillain-Barre syndrome are long-term problems that can occur after the initial illness has passed.
G701,Toxic myoneural disorders,Neurological,,"""Toxic myoneural disorders"" refers to conditions where toxins damage the nerves and muscles in your body."
G713,"Mitochondrial myopathy, not elsewhere classified",Neurological,,"It's a rare condition that affects the energy-producing parts of cells, leading to muscle weakness and fatigue."
G720,Drug-induced myopathy,Neurological,,A rare condition where muscles become weak and stiff due to certain medications.
G731,Lambert-Eaton syndrome in neoplastic disease,Neurological,,"A rare condition where a type of cancer causes muscle weakness and numbness, often affecting the arms."
G800,Spastic quadriplegic cerebral palsy,Neurological,,It's a rare and severe form of cerebral palsy that affects muscle tone and movement in all four limbs.
G830,Diplegia of upper limbs,Neurological,,"Diplegia of the upper limbs means weakness or paralysis in both arms, often affecting fine motor skills."
G890,Central pain syndrome,Neurological,,"Central pain syndrome is a chronic condition where people experience severe, burning pain in their body's central nervous system."
G901,Familial dysautonomia [Riley-Day],Neurological,,Familial dysautonomia is a rare genetic disorder that affects nerve function and causes various health problems.
G910,Communicating hydrocephalus,Neurological,,"Communicating hydrocephalus is a condition where fluid builds up in the brain, causing pressure and potential damage."
G928,Other toxic encephalopathy,Neurological,,"""Other toxic encephalopathy"" refers to brain damage caused by exposure to poisonous substances or chemicals."
G930,Cerebral cysts,Neurological,,Cerebral cysts are abnormal fluid-filled sacs that can form in the brain and sometimes cause problems.
H019,Unspecified inflammation of eyelid,Eye and ear,,It's a general term for redness and swelling around the eye caused by an unknown or unexplained infection.
H029,Unspecified disorder of eyelid,Eye and ear,,An unspecified disorder of the eyelid means the exact cause and nature of the problem are unknown.
H049,"Disorder of lacrimal system, unspecified",Eye and ear,,A problem with the tear ducts or glands that doesn't have a specific cause or diagnosis.
H059,Unspecified disorder of orbit,Eye and ear,,An unspecified disorder of the orbit means an unknown or unexplained condition affecting the eye socket area.
H109,Unspecified conjunctivitis,Eye and ear,,"Unspecified conjunctivitis is a type of eye infection that causes redness, itchiness, and discharge without a known cause."
H119,Unspecified disorder of conjunctiva,Eye and ear,,It's a general term for an eye problem affecting the thin membrane covering the white part of your eyes.
H159,Unspecified disorder of sclera,Eye and ear,,A condition where the clear outer layer of the eye (sclera) becomes cloudy or discolored without a known cause.
H168,Other keratitis,Eye and ear,,"""Other keratitis refers to eye inflammation that's not caused by contact lenses or dry eyes, but other factors."
H179,Unspecified corneal scar and opacity,Eye and ear,,"A small, cloudy area on the clear part of your eye that can cause vision problems or discomfort."
H189,Unspecified disorder of cornea,Eye and ear,,An unspecified disorder of the cornea means a problem with the clear outer layer of your eye that can't be identified.
H209,Unspecified iridocyclitis,Eye and ear,,Unspecified iridocyclitis is a type of eye inflammation that doesn't have a clear cause or explanation.
H219,Unspecified disorder of iris and ciliary body,Eye and ear,,It's a medical condition where the iris and ciliary body in your eye don't work properly or are damaged.
H259,Unspecified age-related cataract,Eye and ear,,A type of clouding in the lens of the eye that affects vision as we get older.
H268,Other specified cataract,Eye and ear,,A cloudy area on the lens in your eye that's affecting vision.
H278,Other specified disorders of lens,Eye and ear,,A problem with the lens in your eye that's causing symptoms.
H318,Other specified disorders of choroid,Eye and ear,,A disorder of the blood vessels in the back of the eye.
H338,Other retinal detachments,Eye and ear,,"The retina separates from its normal position, causing vision problems."
H349,Unspecified retinal vascular occlusion,Eye and ear,,There's an unknown blockage in the blood vessels of the retina.
H359,Unspecified retinal disorder,Eye and ear,,There's an unknown condition affecting the retina.
H409,Unspecified glaucoma,Eye and ear,,High pressure in the eye is causing symptoms.
H439,Unspecified disorder of vitreous body,Eye and ear,,There's an unknown problem with the gel-like substance inside the eye.
H449,Unspecified disorder of globe,Eye and ear,,A problem affecting the clear part of the eye that can cause vision problems.
H462,Nutritional optic neuropathy,Eye and ear,,Nutrition-related damage to the optic nerve that affects vision.
H479,Unspecified disorder of visual pathways,Eye and ear,,A general issue with how the brain processes visual information from the eyes.
H499,Unspecified paralytic strabismus,Eye and ear,,A condition where one eye is not moving properly due to muscle weakness or paralysis.
H509,Unspecified strabismus,Eye and ear,,A misalignment of the eyes that can affect depth perception and vision.
H510,Palsy (spasm) of conjugate gaze,Eye and ear,,A temporary spasm in the muscles that control eye movement.
H524,Presbyopia,Eye and ear,,A age-related decline in near vision ability.
H532,Diplopia,Eye and ear,,"Dual vision, where two images are seen instead of one."
H543,"Unqualified visual loss, both eyes",Eye and ear,,Sudden loss of vision in both eyes without an obvious cause
H579,Unspecified disorder of eye and adnexa,Eye and ear,,A problem with the eye and surrounding tissues that isn't clearly defined
H671,"Otitis media in diseases classified elsewhere, right ear",Eye and ear,,"Inflammation of the middle ear due to another condition, affecting the right ear"
H814,Vertigo of central origin,Eye and ear,,Dizziness caused by a central nervous system issue
H821,"Vertiginous syndromes in diseases classified elsewhere, right ear",Eye and ear,,Dizziness caused by another underlying condition affecting the right ear
H900,"Conductive hearing loss, bilateral",Eye and ear,,Hearing loss in both ears where sound is not transmitted properly
H913,"Deaf nonspeaking, not elsewhere classified",Eye and ear,,A type of hearing loss that doesn't allow for speech or understanding
I010,Acute rheumatic pericarditis,Cardiovascular,,Inflammation of the heart's outer layer due to rheumatic fever
I020,Rheumatic chorea with heart involvement,Cardiovascular,,"It's a rare condition where the heart and joints get inflamed, causing symptoms like joint pain and abnormal heartbeat."
I050,Rheumatic mitral stenosis,Cardiovascular,,It's a condition where the heart valve between the left and right sides of the heart gets narrowed.
I060,Rheumatic aortic stenosis,Cardiovascular,,Rheumatic aortic stenosis is a narrowing of the heart's main valve due to an old infection.
I070,Rheumatic tricuspid stenosis,Cardiovascular,,"It's a condition where the valve between your heart's right side gets narrowed, making it harder for blood to flow."
I080,Rheumatic disorders of both mitral and aortic valves,Cardiovascular,,This condition involves problems with the heart valves that control blood flow between the heart's chambers.
I090,Rheumatic myocarditis,Cardiovascular,,"Rheumatic myocarditis is an inflammation of the heart muscle caused by a bacterial infection, often after strep throat."
I110,Hypertensive heart disease with heart failure,Cardiovascular,,"A condition where the heart becomes too weak to pump enough blood, often caused by high blood pressure."
I120,Hypertensive chronic kidney disease with stage 5 chronic kidney disease or end stage renal disease,Cardiovascular,,A serious condition where your kidneys are severely damaged and can't clean waste from your blood properly.
I130,"Hypertensive heart and chronic kidney disease with heart failure and stage 1 through stage 4 chronic kidney disease, or unspecified chronic kidney disease",Cardiovascular,,"This medical condition means you have high blood pressure that's affecting your kidneys and heart, leading to kidney problems."
I150,Renovascular hypertension,Cardiovascular,,Renovascular hypertension occurs when high blood pressure develops due to narrowing or blockage in the arteries that supply the kidneys.
I160,Hypertensive urgency,Cardiovascular,,A medical emergency where your blood pressure is extremely high and needs to be treated right away.
I1A0,Resistant hypertension,Cardiovascular,,Resistant hypertension means having high blood pressure that doesn't respond to regular medication and lifestyle changes.
I200,Unstable angina,Cardiovascular,,Unstable angina is a type of chest pain that occurs when the heart muscle doesn't get enough oxygen.
I213,ST elevation (STEMI) myocardial infarction of unspecified site,Cardiovascular,,A heart attack where the exact spot in the heart that's blocked isn't known.
I220,Subsequent ST elevation (STEMI) myocardial infarction of anterior wall,Cardiovascular,arrhythmia|Arrhythmia disorder|Arrhythmia disease,Arrhythmia within Diseases of the circulatory system. Category-level grouping.
I230,Hemopericardium as current complication following acute myocardial infarction,Cardiovascular,,Hemopericardium is a rare but serious condition where blood collects in the sac surrounding the heart after a heart attack.
I240,Acute coronary thrombosis not resulting in myocardial infarction,Cardiovascular,,"A blockage in the heart that doesn't cause a heart attack, but can still be serious and potentially life-threatening."
I252,Old myocardial infarction,Cardiovascular,,"""Old myocardial infarction"" means a heart attack that happened many years ago and may not be causing symptoms."
I270,Primary pulmonary hypertension,Cardiovascular,,Primary pulmonary hypertension is a rare and serious condition where the blood pressure in the lungs becomes too high.
I280,Arteriovenous fistula of pulmonary vessels,Cardiovascular,,An abnormal connection between the arteries and veins in the lungs that can cause problems with oxygenation.
I300,Acute nonspecific idiopathic pericarditis,Cardiovascular,,A rare and mysterious condition where the lining of the heart becomes inflamed without a known cause or reason.
I310,Chronic adhesive pericarditis,Cardiovascular,,Chronic adhesive pericarditis is a condition where the lining around your heart becomes inflamed and sticks together.
I330,Acute and subacute infective endocarditis,Cardiovascular,,It's a rare but serious infection of the heart valves that can be mild or severe.
I340,Nonrheumatic mitral (valve) insufficiency,Cardiovascular,,"It's a condition where the heart valve between the left and right chambers doesn't close properly, allowing blood to leak."
I350,Nonrheumatic aortic (valve) stenosis,Cardiovascular,,A non-rheumatic aortic valve stenosis is a narrowing of the heart's main valve that can make it harder to pump blood.
I360,Nonrheumatic tricuspid (valve) stenosis,Cardiovascular,,It's a condition where the heart valve between the right and left sides of the heart becomes narrowed or blocked.
I370,Nonrheumatic pulmonary valve stenosis,Cardiovascular,hypertensive disease|Hypertensive disease disorder|Hypertensive disease disease,Hypertensive disease within Diseases of the circulatory system. Category-level grouping.
I400,Infective myocarditis,Cardiovascular,,Infective myocarditis is a rare but serious condition where the heart muscle becomes inflamed due to an infection.
I420,Dilated cardiomyopathy,Cardiovascular,,Dilated cardiomyopathy is a condition where the heart's main pumping chamber becomes weak and enlarged over time.
I440,"Atrioventricular block, first degree",Cardiovascular,,"Atrioventricular block, first degree means your heart's electrical signals are delayed, but still work properly."
I450,Right fascicular block,Cardiovascular,,"A ""right fascicular block"" means the nerve that controls the right arm's upper part isn't working properly."
I462,Cardiac arrest due to underlying cardiac condition,Cardiovascular,,"When the heart stops working properly because of a pre-existing heart problem, it can lead to cardiac arrest."
I470,Re-entry ventricular arrhythmia,Cardiovascular,,A type of irregular heartbeat that occurs when the heart's ventricles beat too quickly or irregularly after a procedure.
I480,Paroxysmal atrial fibrillation,Cardiovascular,,"Paroxysmal atrial fibrillation is a type of irregular heartbeat that comes and goes suddenly, often without warning."
I491,Atrial premature depolarization,Cardiovascular,,Atrial premature depolarization is a heart rhythm issue where the heart beats too early and irregularly.
I501,"Left ventricular failure, unspecified",Cardiovascular,,Left ventricular failure means the left side of your heart isn't pumping blood properly.
I510,"Cardiac septal defect, acquired",Cardiovascular,,"A hole in the wall between heart chambers that develops later in life, often due to injury or infection."
I602,Nontraumatic subarachnoid hemorrhage from anterior communicating artery,Cardiovascular,,A type of bleeding in the brain that occurs when a blood vessel near the brain's surface ruptures.
I610,"Nontraumatic intracerebral hemorrhage in hemisphere, subcortical",Cardiovascular,,"A type of brain bleed that occurs inside the brain's outer layer, near the surface, and not caused by trauma."
I621,Nontraumatic extradural hemorrhage,Cardiovascular,,A non-traumatic extradural hemorrhage is a type of bleeding in the brain that occurs without any obvious injury.
I636,"Cerebral infarction due to cerebral venous thrombosis, nonpyogenic",Cardiovascular,,A blood clot in a vein that supplies the brain causes damage or death of brain tissue.
I651,Occlusion and stenosis of basilar artery,Cardiovascular,,"It's a medical condition where the blood vessel at the base of the brain narrows or blocks, affecting circulation."
I663,Occlusion and stenosis of cerebellar arteries,Cardiovascular,cerebrovascular disease|Cerebrovascular disease disorder|Cerebrovascular disease disease,Cerebrovascular disease within Diseases of the circulatory system. Category-level grouping.
I670,"Dissection of cerebral arteries, nonruptured",Cardiovascular,,This medical term refers to a procedure where the doctor carefully examines the brain's blood vessels without causing damage.
I680,Cerebral amyloid angiopathy,Cardiovascular,,Cerebral amyloid angiopathy is a condition where abnormal protein clumps build up in blood vessels in the brain.
I700,Atherosclerosis of aorta,Cardiovascular,,Atherosclerosis of the aorta is when plaque builds up in the main artery that carries blood from your heart.
I718,"Aortic aneurysm of unspecified site, ruptured",Cardiovascular,,"""A serious medical condition where a weakened blood vessel in the body bursts, causing severe bleeding and potentially life-threatening complications."
I720,Aneurysm of carotid artery,Cardiovascular,,An aneurysm in the carotid artery is a bulge that can burst and cause a stroke or brain damage.
I731,Thromboangiitis obliterans [Buerger's disease],Cardiovascular,,"It's a rare condition that causes inflammation and blockages in blood vessels, often affecting young smokers."
I742,Embolism and thrombosis of arteries of the upper extremities,Cardiovascular,,"A blood clot in an arm artery can cut off blood flow, causing pain, swelling, and potentially serious complications."
I770,"Arteriovenous fistula, acquired",Cardiovascular,,An acquired arteriovenous fistula is an abnormal connection between a blood vessel and another vein or artery.
I780,Hereditary hemorrhagic telangiectasia,Cardiovascular,,Hereditary hemorrhagic telangiectasia is a rare genetic disorder that causes abnormal blood vessels to form in the body.
I790,Aneurysm of aorta in diseases classified elsewhere,Cardiovascular,,An aneurysm of the aorta is when the main blood vessel that carries oxygen to the body gets weakened.
I803,"Phlebitis and thrombophlebitis of lower extremities, unspecified",Cardiovascular,,It's a medical condition where the veins in your legs become inflamed or swollen with blood clots.
J020,Streptococcal pharyngitis,Respiratory,,Streptococcal pharyngitis is a common and contagious throat infection caused by bacteria that can spread quickly.
J040,Acute laryngitis,Respiratory,,Acute laryngitis is a sudden inflammation of the voice box that causes hoarseness and a sore throat.
J050,Acute obstructive laryngitis [croup],Respiratory,,"Acute obstructive laryngitis, or croup, is a common childhood illness that causes a barking cough and hoarse voice."
J060,Acute laryngopharyngitis,Respiratory,,Acute laryngopharyngitis is a sudden inflammation of the throat and voice box that causes pain and hoarseness.
J101,Influenza due to other identified influenza virus with other respiratory manifestations,Respiratory,,This means you have the flu from a different type of flu virus that's causing additional breathing problems.
J111,Influenza due to unidentified influenza virus with other respiratory manifestations,Respiratory,,A rare and serious illness caused by a new flu virus that also affects the lungs.
J120,Adenoviral pneumonia,Respiratory,,Adenoviral pneumonia is a type of lung infection caused by a virus that can be spread through the air.
J150,Pneumonia due to Klebsiella pneumoniae,Respiratory,,A serious lung infection caused by a type of bacteria called Klebsiella pneumoniae that can be life-threatening.
J160,Chlamydial pneumonia,Respiratory,,"Chlamydial pneumonia is a type of lung infection caused by the Chlamydia bacteria, often spread through close contact."
J180,"Bronchopneumonia, unspecified organism",Respiratory,respiratory failure|Respiratory failure disorder|Respiratory failure disease,Respiratory failure within Diseases of the respiratory system. Category-level grouping.
J200,Acute bronchitis due to Mycoplasma pneumoniae,Respiratory,,A type of lung infection caused by a small germ called Mycoplasma pneumoniae that affects the airways.
J210,Acute bronchiolitis due to respiratory syncytial virus,Respiratory,,A serious lung infection in young children caused by a common virus that affects their small airways.
J300,Vasomotor rhinitis,Respiratory,,Vasomotor rhinitis is a common allergy-like condition that causes nasal congestion and stuffiness without any actual allergens.
J310,Chronic rhinitis,Respiratory,,Chronic rhinitis is a long-term condition that causes persistent nasal congestion and stuffiness in the nose.
J320,Chronic maxillary sinusitis,Respiratory,,Chronic maxillary sinusitis is a long-term inflammation of the sinuses in your upper jaw that doesn't go away easily.
J330,Polyp of nasal cavity,Respiratory,,A polyp in the nasal cavity is a growth that can cause breathing problems and discomfort in the nose.
J340,"Abscess, furuncle and carbuncle of nose",Respiratory,,"A collection of painful, infected bumps on the nose that can be treated with antibiotics or surgery."
J351,Hypertrophy of tonsils,Respiratory,copd|COPD disorder|COPD disease,COPD within Diseases of the respiratory system. Category-level grouping.
J370,Chronic laryngitis,Respiratory,,Chronic laryngitis is a long-term inflammation of the vocal cords that can cause hoarseness and voice problems.
J381,Polyp of vocal cord and larynx,Respiratory,,"A polyp on the vocal cord or larynx can cause hoarseness, coughing, and breathing difficulties in some people."
J390,Retropharyngeal and parapharyngeal abscess,Respiratory,,A Retropharyngeal or Parapharyngeal Abscess is a painful infection in the neck that can be life-threatening if not treated.
J410,Simple chronic bronchitis,Respiratory,,Simple chronic bronchitis is a long-term inflammation of the airways that makes it hard to breathe.
J430,Unilateral pulmonary emphysema [MacLeod's syndrome],Respiratory,,"A rare lung condition where air leaks into the lungs from a tear in the lining, causing breathing problems."
J440,Chronic obstructive pulmonary disease with (acute) lower respiratory infection,Respiratory,,"It's a lung condition that makes breathing harder, often caused by an acute infection on top of existing COPD."
J470,Bronchiectasis with acute lower respiratory infection,Respiratory,,"A lung condition where airways become damaged and inflamed, making it harder to breathe, often accompanied by a cough."
J4A0,Restrictive allograft syndrome,Respiratory,,Restrictive allograft syndrome is a rare complication where the body rejects an organ transplant too aggressively.
J620,Pneumoconiosis due to talc dust,Respiratory,,A lung disease caused by inhaling very fine particles of talcum powder over a long time.
J630,Aluminosis (of lung),Respiratory,,Aluminosis of the lung is a rare disease where metal dust in the air causes inflammation and scarring.
J660,Byssinosis,Respiratory,,"Byssinosis is a lung disease caused by inhaling cotton dust, often affecting textile workers."
J670,Farmer's lung,Respiratory,,Farmer's lung is a type of lung disease that people get from breathing in tiny particles from moldy hay.
J680,"Bronchitis and pneumonitis due to chemicals, gases, fumes and vapors",Respiratory,,It's a medical condition that happens when you breathe in bad air or particles that irritate your lungs.
J690,Pneumonitis due to inhalation of food and vomit,Respiratory,,Inflammation of lung tissue from swallowed food and vomit
J700,Acute pulmonary manifestations due to radiation,Respiratory,,Damage to lungs from radiation exposure
J810,Acute pulmonary edema,Respiratory,,Lung swelling due to fluid buildup
J842,Lymphoid interstitial pneumonia,Respiratory,,A rare lung disease with abnormal immune response
J850,Gangrene and necrosis of lung,Respiratory,,Dangerous lung tissue death from infection or injury
J860,Pyothorax with fistula,Respiratory,,Infection in the space between lungs and chest wall
J910,Malignant pleural effusion,Respiratory,,Cancer cells leaking into the fluid around the lungs
J920,Pleural plaque with presence of asbestos,Respiratory,,A build-up of scar tissue in the lining of the lungs
J930,Spontaneous tension pneumothorax,Respiratory,,A spontaneous tension pneumothorax is a life-threatening condition where air gets trapped in the space between lungs and chest.
J940,Chylous effusion,Respiratory,,A chylous effusion is a type of fluid buildup in the body's cavities that contains fatty tissue from the digestive system.
J951,Acute pulmonary insufficiency following thoracic surgery,Respiratory,,A rare but serious complication after lung surgery where the lungs can't get enough oxygen.
J982,Interstitial emphysema,Respiratory,,"Interstitial emphysema is a condition where air leaks into the lungs' tiny air sacs, causing them to become over-inflated."
K000,Anodontia,Digestive,,Anodontia is a rare dental condition where teeth do not develop properly in the jawbone.
K010,Embedded teeth,Digestive,,"Embedded teeth are small, usually harmless growths that stick out from the gum line of your teeth."
K023,Arrested dental caries,Digestive,,"""Arrested dental caries"" means the decay has stopped growing, but it's still present in the tooth."
K030,Excessive attrition of teeth,Digestive,,Excessive attrition of teeth means wearing down your teeth too much due to grinding or clenching.
K041,Necrosis of pulp,Digestive,,Necrosis of pulp refers to the death of the soft tissue inside a tooth due to injury or infection.
K054,Periodontosis,Digestive,,Periodontosis is a gum disease that damages the tissues supporting your teeth and can lead to tooth loss.
K061,Gingival enlargement,Digestive,,Gingival enlargement is when the gums around your teeth become swollen and larger than normal.
K080,Exfoliation of teeth due to systemic causes,Digestive,,"Tooth decay or discoloration caused by underlying health issues, such as diabetes or kidney disease, rather than poor oral hygiene."
K090,Developmental odontogenic cysts,Digestive,,"Developmental odontogenic cysts are rare, non-cancerous growths in the jaw that can cause problems for teeth and gums."
K110,Atrophy of salivary gland,Digestive,,The atrophy of a salivary gland means it shrinks and loses its ability to produce saliva.
K120,Recurrent oral aphthae,Digestive,,"Recurrent oral aphthae are small, painful sores that keep coming back on the inside of your mouth."
K130,Diseases of lips,Digestive,gastritis|Gastritis disorder|Gastritis disease,Gastritis within Diseases of the digestive system. Category-level grouping.
K140,Glossitis,Digestive,,"Glossitis is a condition where the tissue covering your tongue becomes inflamed or irritated, often causing discomfort."
K200,Eosinophilic esophagitis,Digestive,pancreatic disorder|Pancreatic disorder disorder|Pancreatic disorder disease,Pancreatic disorder within Diseases of the digestive system. Category-level grouping.
K219,Gastro-esophageal reflux disease without esophagitis,Digestive,,"It's a condition where stomach acid flows back into the tube connecting your mouth and stomach, causing discomfort."
K220,Achalasia of cardia,Digestive,,Achalasia of the esophagus is a rare condition where food gets stuck in the throat due to muscle weakness.
K250,Acute gastric ulcer with hemorrhage,Digestive,,A severe stomach ulcer that bleeds and can be life-threatening if not treated promptly by a doctor.
K260,Acute duodenal ulcer with hemorrhage,Digestive,liver disease|Liver disease disorder|Liver disease disease,Liver disease within Diseases of the digestive system. Category-level grouping.
K270,"Acute peptic ulcer, site unspecified, with hemorrhage",Digestive,,"A severe stomach problem where an ulcer has developed and is bleeding, possibly causing serious health issues."
K280,Acute gastrojejunal ulcer with hemorrhage,Digestive,,A painful and potentially life-threatening condition where an ulcer develops in the stomach or small intestine's upper part.
K310,Acute dilatation of stomach,Digestive,,A sudden and severe swelling of the stomach that can be painful and may require medical attention.
K380,Hyperplasia of appendix,Digestive,,Hyperplasia of the appendix means the lining of the appendix grows too much and can cause problems.
K420,"Umbilical hernia with obstruction, without gangrene",Digestive,,"A small bulge in the belly that can cause discomfort and blockage, but not usually life-threatening."
K430,"Incisional hernia with obstruction, without gangrene",Digestive,,A small bulge or weakness in the abdominal wall that can cause blockages.
K440,"Diaphragmatic hernia with obstruction, without gangrene",Digestive,,"Air leaks into the chest cavity through a hole in the diaphragm, causing breathing problems."
K450,"Other specified abdominal hernia with obstruction, without gangrene",Digestive,,A type of hernia with an unspecified location and symptoms.
K460,"Unspecified abdominal hernia with obstruction, without gangrene",Digestive,,A general term for any hernia without a specific diagnosis.
K520,Gastroenteritis and colitis due to radiation,Digestive,,Inflammation of the intestines due to radiation therapy.
K551,Chronic vascular disorders of intestine,Digestive,,A condition where blood flow to the intestine is damaged over time.
K560,Paralytic ileus,Digestive,,A temporary blockage of the intestine that prevents normal movement.
K580,Irritable bowel syndrome with diarrhea,Digestive,,"A chronic condition causing abdominal pain, cramps, and loose stools."
K591,Functional diarrhea,Digestive,,Functional diarrhea is a type of stomach upset where your bowels are loose and you have frequent bowel movements.
K600,Acute anal fissure,Digestive,,An acute anal fissure is a small tear in the skin around the anus that causes pain and bleeding.
K610,Anal abscess,Digestive,,An anal abscess is a painful lump that forms when bacteria get trapped under the skin in your anus.
K620,Anal polyp,Digestive,,A small growth on the inside of your anus that can be painful and sometimes bleed or fall off.
K630,Abscess of intestine,Digestive,,An abscess of the intestine is a painful pocket of infection that forms in the wall of the intestine.
K640,First degree hemorrhoids,Digestive,,"First-degree hemorrhoids are small, swollen veins in the lower rectum or anus that can be painful and itchy."
K650,Generalized (acute) peritonitis,Digestive,,"It's a serious and painful inflammation of the lining around your intestines, usually caused by infection or injury."
K660,Peritoneal adhesions (postprocedural) (postinfection),Digestive,,"Peritoneal adhesions are painful, sticky bands that form in the abdominal cavity after surgery or an infection."
